CVE_ID,Descripcion,CVSS_Score,Vector_Ataque,Severidad,CWE,Software,Fecha_Publicacion,Fecha_Ultima_Modificacion,Dias_Desde_Publicacion
CVE-2005-1154,"Firefox before 1.0.3 and Mozilla Suite before 1.7.7 allows remote attackers to execute arbitrary script in other domains via a setter function for a variable in the target domain, which is executed when the user visits that domain, aka ""Cross-site scripting through global scope pollution.""",7.5,NETWORK,Alta,Sin clasificar,Mozilla Firefox,2005-05-02,2026-06-16,7716
CVE-2005-1155,"The favicon functionality in Firefox before 1.0.3 and Mozilla Suite before 1.7.7 allows remote attackers to execute arbitrary code via a <LINK rel=""icon""> tag with a javascript: URL in the href attribute, aka ""Firelinking.""",7.5,NETWORK,Alta,CWE-94,Mozilla Firefox,2005-05-02,2026-06-16,7716
CVE-2005-1156,"Firefox before 1.0.3, Mozilla Suite before 1.7.7, and Netscape 7.2 allows remote attackers to execute arbitrary script and code via a new search plugin using sidebar.addSearchEngine, aka ""Firesearching 1.""",7.5,NETWORK,Alta,Sin clasificar,Mozilla Firefox,2005-05-02,2026-06-16,7716
CVE-2005-1157,"Firefox before 1.0.3, Mozilla Suite before 1.7.7, and Netscape 7.2 allows remote attackers to replace existing search plugins with malicious ones using sidebar.addSearchEngine and the same filename as the target engine, which may not be displayed in the GUI, which could then be used to execute malic",7.5,NETWORK,Alta,Sin clasificar,Mozilla Firefox,2005-05-02,2026-06-16,7716
CVE-2005-1158,"Multiple ""missing security checks"" in Firefox before 1.0.3 allow remote attackers to inject arbitrary Javascript into privileged pages using the _search target of the Firefox sidebar.",5,NETWORK,Media,Sin clasificar,Mozilla Firefox,2005-05-02,2026-06-16,7716
CVE-2005-1159,"The native implementations of InstallTrigger and other functions in Firefox before 1.0.3 and Mozilla Suite before 1.7.7 do not properly verify the types of objects being accessed, which causes the Javascript interpreter to continue execution at the wrong memory address, which may allow attackers to ",7.5,NETWORK,Alta,Sin clasificar,Mozilla Firefox,2005-05-02,2026-06-16,7716
CVE-2005-1160,"The privileged ""chrome"" UI code in Firefox before 1.0.3 and Mozilla Suite before 1.7.7 allows remote attackers to gain privileges by overriding certain properties or methods of DOM nodes, as demonstrated using multiple attacks involving the eval function or the Script object.",5.1,NETWORK,Media,Sin clasificar,Mozilla Firefox,2005-05-02,2026-06-16,7716
CVE-2005-1161,"Multiple SQL injection vulnerabilities in OneWorldStore allow remote attackers to execute arbitrary SQL commands via the idProduct parameter to (1) owAddItem.asp or (2) owProductDetail.asp, (3) idCategory parameter to owListProduct.asp, or (4) bSpecials parameter to owListProduct.asp.",7.5,NETWORK,Alta,Sin clasificar,Oneworldstore Oneworldstore,2005-05-02,2026-06-16,7716
CVE-2005-1162,"Multiple cross-site scripting (XSS) vulnerabilities in OneWorldStore allow remote attackers to inject arbitrary web script or HTML via the (1) sEmail parameter to owContactUs.asp, (2) bSub parameter to owListProduct.asp, or the (3) Name, (4) Email, or (5) Comment fields in owProductDetail.asp.",5.8,NETWORK,Media,Sin clasificar,Oneworldstore Oneworldstore,2005-05-02,2026-06-16,7716
CVE-2005-1163,Multiple buffer overflows in Yager 5.24 and earlier allow remote attackers to execute arbitrary code via (1) a crafted nickname or (2) a packet with a large amount of data.,6.4,NETWORK,Media,Sin clasificar,Yager development Yager game,2005-05-02,2026-06-16,7716
CVE-2005-1164,Yager 5.24 and earlier allows remote attackers to cause a denial of service (application hang) via a packet with a game header that provides less data than indicated by the length.,5,NETWORK,Media,Sin clasificar,Yager development Yager game,2005-05-02,2026-06-16,7716
CVE-2005-1165,Yager 5.24 and earlier allows remote attackers to cause a denial of service (application crash) via certain malformed data.,5,NETWORK,Media,Sin clasificar,Yager development Yager game,2005-05-02,2026-06-16,7716
CVE-2005-1166,"The DNTUS26 process in Dameware NT Utilities and the DWRCS process in MiniRemote Control 4.9 and earlier stores the username and password in cleartext in memory, which could allow attackers to obtain sensitive information.",2.1,LOCAL,Baja,Sin clasificar,Dameware development Dameware nt utilities,2005-05-02,2026-06-16,7716
CVE-2005-1167,"Musicmatch 10.00.2047 and earlier store log files in the Program Files directory instead of the user profile, which may allow local users to obtain sensitive information.",2.1,LOCAL,Baja,Sin clasificar,Musicmatch Jukebox,2005-05-02,2026-06-16,7716
CVE-2005-1168,DiagCollectionControl.dll in Musicmatch 10.00.2047 and earlier allows remote attackers to overwrite arbitrary files via the bstrSavePath argument.,5,NETWORK,Media,Sin clasificar,Musicmatch Jukebox,2005-05-02,2026-06-16,7716
CVE-2005-1169,"Mafia Blog .4 BETA does not properly protect the admin directory, which allows remote attackers to execute arbitrary PHP code by using writeinfo.php to inject the code into info.php.",7.5,NETWORK,Alta,Sin clasificar,Mafia Mafia blog,2005-05-02,2026-06-16,7716
CVE-2005-1170,SQL injection vulnerability in mod.php in the datenbank module for phpBB allows remote attackers to execute arbitrary SQL commands via the id parameter.,7.5,NETWORK,Alta,Sin clasificar,Datenbank module Datenbank module,2005-05-02,2026-06-16,7716
CVE-2005-1171,Cross-site scripting (XSS) vulnerability in mod.php in the datenbank module for phpBB allows remote attackers to inject arbitrary web script or HTML via the id parameter.,4.3,NETWORK,Media,Sin clasificar,Datenbank module Datenbank module,2005-05-02,2026-06-16,7716
CVE-2005-1172,Cross-site scripting (XSS) vulnerability in init.inc.php in Coppermine Photo Gallery 1.3.x allows remote attackers to inject arbitrary web script or HTML via the X-Forwarded-For parameter.,4.3,NETWORK,Media,Sin clasificar,Coppermine Coppermine photo gallery,2005-05-02,2026-06-16,7716
CVE-2005-1173,Buffer overflow in PMSoftware Simple Web Server 1.0 allows remote attackers to execute arbitrary code via a long GET request.,7.5,NETWORK,Alta,Sin clasificar,Pmsoftware Simple web server,2005-05-02,2026-06-16,7716
CVE-2005-1176,"Race condition in JFS2 on AIX 5.2 and 5.3, when deleting a file while I/O is still occurring for that file, may write data to a different file, which could leak sensitive information.",1.2,LOCAL,Baja,Sin clasificar,Ibm Aix,2005-05-02,2026-06-16,7716
CVE-2005-1177,"Unknown vulnerability in (1) Webmin and (2) Usermin before 1.200 causes Webmin to change permissions and ownership of configuration files, with unknown impact.",10,NETWORK,Crítica,Sin clasificar,Usermin Usermin,2005-05-02,2026-06-16,7716
CVE-2005-1178,SQL injection vulnerability in Oracle Forms 10g allows remote attackers to execute arbitrary SQL commands via the Query/Where feature.,7.5,NETWORK,Alta,Sin clasificar,Oracle Forms,2005-05-02,2026-06-16,7716
CVE-2005-1179,"Unknown vulnerability in Xerox MicroServer Web Server for various WorkCentre products including M35/M45/M55 2.028.11.000 through 2.97.20.032 and 4.84.16.000 through 4.97.20.032, Pro 35/45/55 3.028.11.000 through 3.97.20.032, Pro 65/75/90 1.001.00.060 through 1.001.02.084, and others, related to SNMP",5,NETWORK,Media,Sin clasificar,Xerox Workcentre,2005-05-02,2026-06-16,7716
CVE-2005-1180,"HTTP Response Splitting vulnerability in the Surveys module in PHP-Nuke 7.6 allows remote attackers to spoof web content and poison web caches via hex-encoded CRLF (""%0d%0a"") sequences in the forwarder parameter.",5,NETWORK,Media,Sin clasificar,Francisco burzi Php-nuke,2005-05-02,2026-06-16,7716
CVE-2005-1181,NOTE: this issue has been disputed by the vendor.  PHP remote code injection vulnerability in loader.php for Ariadne CMS 2.4 allows remote attackers to execute arbitrary PHP code by modifying the ariadne parameter to reference a URL on a remote web server that contains the code.  NOTE: the vendor ha,7.5,NETWORK,Alta,Sin clasificar,Ariadne Ariadne cms,2005-05-02,2026-06-16,7716
CVE-2005-1182,"Unknown vulnerability in Incoming Remote Command (iSeries Access for Windows Remote Command service) in IBM OS/400 R510, R520, and R530 allows attackers to cause a denial of service (IRC shutdown) via certain inputs.",5,NETWORK,Media,Sin clasificar,Ibm Os 400,2005-05-02,2026-06-16,7716
CVE-2005-1183,Cross-site scripting (XSS) vulnerability in mvnForum 1.0 RC4 allows remote attackers to inject arbitrary web script or HTML via the Search parameter.,4.3,NETWORK,Media,Sin clasificar,Mvnforum Mvnforum,2005-05-02,2026-06-16,7716
CVE-2005-1184,"The TCP/IP stack in multiple operating systems allows remote attackers to cause a denial of service (CPU consumption) via a TCP packet with the correct sequence number but the wrong Acknowledgement number, which generates a large number of ""keep alive"" packets.  NOTE: some followups indicate that th",5,NETWORK,Media,Sin clasificar,Microsoft Windows 2000,2005-05-02,2026-06-16,7716
CVE-2005-1185,"Unquoted Windows search path vulnerability in Musicmatch Jukebox 10.00.2047 and earlier allows local users to gain privileges via a malicious C:\program.exe file, which is run by MMFWLaunch.exe when it attempts to execute launch.exe.",4.6,LOCAL,Media,Sin clasificar,Musicmatch Jukebox,2005-05-02,2026-06-16,7716
CVE-2005-1186,"Musicmatch Jukebox 10.00.2047 and earlier adds the musicmatch.com domain to the Trusted Sites zone in Internet Explorer, which allows systems in the domain to conduct unauthorized activities, as demonstrated using cross-site scripting (XSS) attacks.",6.8,NETWORK,Media,Sin clasificar,Musicmatch Jukebox,2005-05-02,2026-06-16,7716
CVE-2005-1187,"Heap-based buffer overflow in WinHex 12.05 SR-14, and possibly other versions, may allow attackers to execute arbitrary code via a long file name argument.  NOTE: since this overflow is in the command line of an unprivileged program, it is highly likely that this is not a vulnerability.",5.1,NETWORK,Media,Sin clasificar,X-ways software technology ag Winhex,2005-05-02,2026-06-16,7716
CVE-2005-1188,Cross-site scripting (XSS) vulnerability in comersus_searchItem.asp in Comersus 3.90 to 4.51 allows remote attackers to inject arbitrary web script or HTML via the curPage parameter.,4.3,NETWORK,Media,Sin clasificar,Comersus open technologies Comersus cart,2005-05-02,2026-06-16,7716
CVE-2005-1189,"Cross-site scripting (XSS) vulnerability in WebcamXP PRO v2.16.468 and earlier allows remote attackers to inject arbitrary web script or HTML via the chat name, as demonstrated by using an IFRAME to redirect users to other sites.",4.3,NETWORK,Media,Sin clasificar,Webcamxp Webcamxp pro,2005-05-02,2026-06-16,7716
CVE-2005-1190,"WebcamXP PRO v2.16.468 and earlier allows remote attackers to cause a denial of service via a long chat name, which takes up too much display space and prevents the chat frame from being properly rendered.",5,NETWORK,Media,Sin clasificar,Webcamxp Webcamxp pro,2005-05-02,2026-06-16,7716
CVE-2005-1191,"The Web View DLL (webvw.dll), as used in Windows Explorer on Windows 2000 systems, does not properly filter an apostrophe (""'"") in the author name in a document, which allows attackers to execute arbitrary script via extra attributes when Web View constructs a mailto: link for the preview pane when ",5,NETWORK,Media,Sin clasificar,Microsoft Windows 2000,2005-05-02,2026-06-16,7716
CVE-2005-1192,"Unknown vulnerability in HP-UX B.11.00, B.11.04, B.11.11, B.11.22, and B.11.23, when running TCP/IP on IPv4, allows remote attackers to cause a denial of service via certain packets, related to the PMTU, a different vulnerability than CVE-2004-1060.",5,NETWORK,Media,Sin clasificar,Hp Hp-ux,2005-05-02,2026-06-16,7716
CVE-2005-1195,"Multiple heap-based buffer overflows in the code used to handle (1) MMS over TCP (MMST) streams or (2) RealMedia RTSP streams in xine-lib before 1.0, and other products that use xine-lib such as MPlayer 1.0pre6 and earlier, allow remote malicious servers to execute arbitrary code.",7.5,NETWORK,Alta,Sin clasificar,Mplayer Mplayer,2005-05-02,2026-06-16,7716
CVE-2005-1196,SQL injection vulnerability in kb.php in the Knowledge Base module for phpBB allows remote attackers to obtain sensitive information and execute SQL commands via the cat parameter.,7.5,NETWORK,Alta,Sin clasificar,Phpbb group Phpbb,2005-05-02,2026-06-16,7716
CVE-2005-1197,SQL injection vulnerability in the SYS.DBMS_CDC_IPUBLISH.CREATE_SCN_CHANGE_SET procedure in Oracle Database Server 10g allows remote attackers to execute arbitrary SQL commands via the CHANGE_SET_NAME parameter.,7.5,NETWORK,Alta,Sin clasificar,Oracle Database server,2005-05-02,2026-06-16,7716
CVE-2005-1198,"Directory traversal vulnerability in apexec.pl for Anaconda Foundation Directory allows remote attackers to read arbitrary files via hex-encoded null characters (%00) in the middle of "".."" sequences in the template parameter.",5,NETWORK,Media,Sin clasificar,Anaconda partners Foundation directory,2005-05-02,2026-06-16,7716
CVE-2005-1199,SQL injection vulnerability in printthread.php in UBB.Threads allows remote attackers to execute arbitrary SQL commands via the main parameter.,7.5,NETWORK,Alta,Sin clasificar,Infopop Ultimate bulletin board,2005-05-02,2026-06-16,7716
CVE-2005-1200,PHP remote file inclusion vulnerability in main_index.php in AZ Bulletin Board (AZbb) 1.0.07a through 1.0.07c allows remote attackers to execute arbitrary PHP code by modifying the (1) dir_src or (2) abs_layer parameter to reference a URL on a remote web server that contains the code.,7.5,NETWORK,Alta,Sin clasificar,Azbb Az bulletin board,2005-05-02,2026-06-16,7716
CVE-2005-1201,Multiple directory traversal vulnerabilities in AZ Bulletin board (AZbb) before 1.0.08 allow (1) remote authenticated users with administrative privileges to delete arbitrary files via a .. (dot dot) in the URL to admin_avatar.php or admin_attachment.php or (2) remote attackers to enumerate files vi,6.4,NETWORK,Media,Sin clasificar,Azbb Az bulletin board,2005-05-02,2026-06-16,7716
CVE-2005-1202,"Multiple cross-site scripting (XSS) vulnerabilities in eGroupware before 1.0.0.007 allow remote attackers to inject arbitrary web script or HTML via the (1) ab_id, (2) page, (3) type, or (4) lang parameter to index.php or (5) category_id parameter.",6.8,NETWORK,Media,Sin clasificar,Egroupware Egroupware,2005-05-02,2026-06-16,7716
CVE-2005-1203,Multiple SQL injection vulnerabilities in index.php in eGroupware before 1.0.0.007 allow remote attackers to execute arbitrary SQL commands via the (1) filter or (2) cats_app parameter.,7.5,NETWORK,Alta,Sin clasificar,Egroupware Egroupware,2005-05-02,2026-06-16,7716
CVE-2005-1204,"Desktop Rover 3.0, and possibly earlier versions, allows remote attackers to cause a denial of service (application crash) via a crafted packet to TCP port 61427, which causes an invalid memory access.",5,NETWORK,Media,Sin clasificar,Nelso software Desktop rover,2005-05-02,2026-06-16,7716
CVE-2005-1220,"Shoutbox SCRIPT 3.0.2 and earlier allows remote attackers to obtain sensitive information via a direct request to db/settings.dat, which displays usernames and password hashes.",7.5,NETWORK,Alta,Sin clasificar,Knusperleicht Shoutbox script,2005-05-02,2026-06-16,7716
CVE-2005-1221,SQL injection vulnerability in login.asp for Ecommerce-Carts EcommPro 3.0 allows remote attackers to execute arbitrary SQL commands via the password field.,7.5,NETWORK,Alta,Sin clasificar,Ecommerce-carts Ecommpro,2005-05-02,2026-06-16,7716
CVE-2005-1222,"cat_for_gen.php in Annuaire Netref 4.2 allows remote attackers to execute arbitrary PHP code by setting the ad_direct parameter to reference cat_for_gen.php, then including the code in the m_for_racine parameter, which is then written to cat_for_gen.php.",7.5,NETWORK,Alta,Sin clasificar,Netref Netref,2005-05-02,2026-06-16,7716
CVE-2005-1223,Multiple SQL injection vulnerabilities in Ocean12 Calendar manager 1.01 allow remote attackers to execute arbitrary SQL commands via the Admin_id field.,7.5,NETWORK,Alta,Sin clasificar,Ocean12 technologies Calendar manager pro,2005-05-02,2026-06-16,7716
CVE-2005-1224,"Multiple SQL injection vulnerabilities in DUware DUportal Pro 3.4 allow remote attackers to execute arbitrary SQL commands via the (1) nChannel parameter to default.asp, cat.asp, or detail.asp, (2) the iChannel parameter to search.asp, default.asp, result.asp, cat.asp, or detail.asp (3) the iCat par",7.5,NETWORK,Alta,Sin clasificar,Duware Duportal,2005-05-02,2026-06-16,7716
CVE-2005-1225,SQL injection vulnerability in Coppermine Photo Gallery 1.3.2 allows remote attackers to execute arbitrary SQL commands via the favs parameter to (1) init.inc.php or (2) zipdownload.php.,7.5,NETWORK,Alta,Sin clasificar,Coppermine Coppermine photo gallery,2005-05-02,2026-06-16,7716
CVE-2005-1226,"Coppermine Photo Gallery 1.3.2 stores passwords in plaintext, which allows remote attackers to obtain sensitive information.",7.5,NETWORK,Alta,Sin clasificar,Coppermine Coppermine photo gallery,2005-05-02,2026-06-16,7716
CVE-2005-1228,Directory traversal vulnerability in gunzip -N in gzip 1.2.4 through 1.3.5 allows remote attackers to write to arbitrary directories via a .. (dot dot) in the original filename within a compressed file.,5,NETWORK,Media,Sin clasificar,Gnu Gzip,2005-05-02,2026-06-16,7716
CVE-2005-1229,Directory traversal vulnerability in cpio 2.6 and earlier allows remote attackers to write to arbitrary directories via a .. (dot dot) in a cpio file.,4.6,LOCAL,Media,Sin clasificar,Gnu Cpio,2005-05-02,2026-06-16,7716
CVE-2005-1230,"Directory traversal vulnerability in Yawcam 0.2.5 allows remote attackers to read arbitrary files via ""..\"" (dot dot backslash) sequences in a GET request.",5,NETWORK,Media,Sin clasificar,Magnus lundvall Yawcam,2005-05-02,2026-06-16,7716
CVE-2005-1231,Cross-site scripting (XSS) vulnerability in the NewTerm function in GlossaryModel.php in JAWS 0.4 allows remote attackers to inject arbitrary web script or HTML via the (1) term or (2) description.,4.3,NETWORK,Media,Sin clasificar,Jaws Jaws,2005-05-02,2026-06-16,7716
CVE-2005-1232,Buffer overflow in Sun Java System Web Proxy Server (aka Sun ONE Proxy Server) 3.6 SP6 allows remote attackers to execute arbitrary code via unknown vectors.,7.5,NETWORK,Alta,Sin clasificar,Sun Java system web proxy server,2005-05-02,2026-06-16,7716
CVE-2005-1234,Multiple SQL injection vulnerabilities in phpbb-Auction allow remote attackers to execute arbitrary SQL commands via the (1) u parameter to auction_rating.php or (2) ar parameter to action_offer.php.,5,NETWORK,Media,Sin clasificar,Phpbb group Phpbb-auction,2005-05-02,2026-06-16,7716
CVE-2005-1235,"auction_my_auctions.php in phpbb-Auction 1.2m and earlier allows remote attackers to obtain sensitive information via an invalid mode parameter, which leaks the full path in a PHP error message.",5,NETWORK,Media,Sin clasificar,Phpbb group Phpbb-auction,2005-05-02,2026-06-16,7716
CVE-2005-1236,"Multiple SQL injection vulnerabilities in DUware DUportal 3.1.2 and 3.1.2 SQL allow remote attackers to execute arbitrary SQL commands via the (1) iChannel parameter to channel.asp or search.asp, (2) iData parameter to detail.asp or inc_rating.asp, (3) iCat parameter to detail.asp or type.asp, (4) D",7.5,NETWORK,Alta,Sin clasificar,Duware Duportal,2005-05-02,2026-06-16,7716
CVE-2005-1237,SQL injection vulnerability in news.php in FlexPHPNews 0.0.3 allows remote attackers to execute arbitrary SQL commands via the newsid parameter.,7.5,NETWORK,Alta,Sin clasificar,China-on-site Flexphpnews,2005-05-02,2026-06-16,7716
CVE-2005-1238,"By design, the built-in FTP server for iSeries AS/400 systems does not support a restricted document root, which allows attackers to read or write arbitrary files, including sensitive QSYS databases, via a full pathname in a GET or PUT request.",7.5,NETWORK,Alta,Sin clasificar,Ibm Iseries as 400,2005-05-02,2026-06-16,7716
CVE-2005-1239,"Directory traversal vulnerability in the third party tool from Raz-Lee, as used to secure the iSeries AS/400 FTP server, allows remote attackers to access arbitrary files, including those from qsys.lib, via "".."" sequences in a GET request.",5,NETWORK,Media,Sin clasificar,Raz-lee Security\+\+\+,2005-05-02,2026-06-16,7716
CVE-2005-1242,"Directory traversal vulnerability in the third party tool from Bsafe, as used to secure the iSeries AS/400 FTP server, allows remote attackers to access arbitrary files, including those from qsys.lib, via "".."" sequences in a GET request.",5,NETWORK,Media,Sin clasificar,Bsafe Global security,2005-05-02,2026-06-16,7716
CVE-2005-1243,"Directory traversal vulnerability in the third party tool from SafeStone, as used to secure the iSeries AS/400 FTP server, allows remote attackers to access arbitrary files, including those from qsys.lib, via "".."" sequences in a GET request.",5,NETWORK,Media,Sin clasificar,Safestone technologies Axcessit,2005-05-02,2026-06-16,7716
CVE-2005-1245,"Cross-site scripting (XSS) vulnerability in MediaWiki before 1.4.2, when using HTML Tidy ($wgUseTidy), allows remote attackers to inject arbitrary web script or HTML via unknown vectors.",4.3,NETWORK,Media,Sin clasificar,Mediawiki Mediawiki,2005-05-02,2026-06-16,7716
CVE-2005-1278,"The isis_print function, as called by isoclns_print, in tcpdump 3.9.1 and earlier allows remote attackers to cause a denial of service (infinite loop) via a zero length, as demonstrated using a GRE packet.",5,NETWORK,Media,Sin clasificar,Lbl Tcpdump,2005-05-02,2026-06-16,7716
CVE-2005-1279,"tcpdump 3.8.3 and earlier allows remote attackers to cause a denial of service (infinite loop) via a crafted (1) BGP packet, which is not properly handled by RT_ROUTING_INFO, or (2) LDP packet, which is not properly handled by the ldp_print function.",5,NETWORK,Media,Sin clasificar,Lbl Tcpdump,2005-05-02,2026-06-16,7716
CVE-2005-1280,The rsvp_print function in tcpdump 3.9.1 and earlier allows remote attackers to cause a denial of service (infinite loop) via a crafted RSVP packet of length 4.,5,NETWORK,Media,Sin clasificar,Lbl Tcpdump,2005-05-02,2026-06-16,7716
CVE-2005-1282,"Multiple cross-site scripting (XSS) vulnerabilities in Argosoft Mail Server Pro 1.8.7.6 allow remote attackers to inject arbitrary web script or HTML via (1) the src parameter in an IMG tag, (2) User settings, or (3) Address book input boxes in the webmail interface.",4.3,NETWORK,Media,Sin clasificar,Argosoft Argosoft mail server,2005-05-02,2026-06-16,7716
CVE-2005-1284,"The addnew script in Argosoft Mail Server Pro 1.8.7.6 allows remote attackers to create arbitrary accounts, even if ""Allow Creation of Accounts From the Web Interface"" is disabled, via a direct HTTP POST request.",7.5,NETWORK,Alta,Sin clasificar,Argosoft Argosoft mail server,2005-05-02,2026-06-16,7716
CVE-2005-1286,"Unquoted Windows search path vulnerability in BitDefender 8 allows local users to prevent BitDefender from starting by creating a malicious C:\program.exe, possibly due to the lack of quoting of the full pathname when executing a process.",1.2,LOCAL,Baja,Sin clasificar,Softwin Bitdefender antivirus,2005-05-02,2026-06-16,7716
CVE-2005-1288,"inc_login_check.asp ACS Blog 0.8 through 1.1.3 allows remote attackers to gain administrator privileges via the ""in"" value in a cookie.",7.5,NETWORK,Alta,Sin clasificar,Asp press Acs blog,2005-05-02,2026-06-16,7716
CVE-2005-1289,index.cgi in E-Cart 2004 1.1 and earlier allows remote attackers to execute arbitrary commands via shell metacharacters in the (1) art and possibly (2) cat parameters.,7.5,NETWORK,Alta,Sin clasificar,E-cart E-cart,2005-05-02,2026-06-16,7716
CVE-2005-1290,"Multiple cross-site scripting (XSS) vulnerabilities in phpBB 2.0.14 and earlier allow remote attackers to inject arbitrary web script or HTML via the (1) u parameter to profile.php, (2) highlight parameter to viewtopic.php, or (3) forumname or forumdesc parameters to admin_forums.php.",4.3,NETWORK,Media,Sin clasificar,Phpbb group Phpbb,2005-05-02,2026-06-16,7716
CVE-2005-1292,"Multiple cross-site scripting (XSS) vulnerabilities in CartWIZ ASP Cart allow remote attackers to inject arbitrary web script or HTML via the idProduct parameter to (1) tellAFriend.asp or (2) addToWishlist.asp, redirect parameter to (3) access.asp or (4) login.asp, message parameter to (5) login.asp",4.3,NETWORK,Media,Sin clasificar,Elemental software Cartwiz,2005-05-02,2026-06-16,7716
CVE-2005-1293,"Multiple SQL injection vulnerabilities in default.asp in StorePortal 2.63 allow remote attackers to execute arbitrary SQL commands via the (1) language, (2) bpic, (3) idcategory, (4) content, (5) keyword, or (6) idproduct parameter.",7.5,NETWORK,Alta,Sin clasificar,Storeportal Storeportal,2005-05-02,2026-06-16,7716
CVE-2005-1302,"SQL injection vulnerability in Confixx 3.08 and earlier allows remote attackers to execute arbitrary SQL commands via the ""change user"" field.",7.5,NETWORK,Alta,Sin clasificar,Swsoft Confixx,2005-05-02,2026-06-16,7716
CVE-2005-1304,The citat.pl script allows remote attackers to execute arbitrary files via shell metacharacters in the argument.,7.5,NETWORK,Alta,Sin clasificar,Citat.pl Citat.pl,2005-05-02,2026-06-16,7716
CVE-2005-1305,The hyper.cgi script allows remote attackers to read arbitrary files via a full pathname in the argument.,5,NETWORK,Media,Sin clasificar,Hyper.cgi Hyper.cgi,2005-05-02,2026-06-16,7716
CVE-2005-1309,Cross-site scripting (XSS) vulnerability in bBlog 0.7.4 allows remote attackers to inject arbitrary web script or HTML via the (1) entry title field or (2) comment body text.,4.3,NETWORK,Media,Sin clasificar,Eaden mckee Bblog,2005-05-02,2026-06-16,7716
CVE-2005-1311,Cross-site scripting (XSS) vulnerability in Yappa-NG before 2.3.2 allows remote attackers to inject arbitrary web script or HTML via unknown vectors.,4.3,NETWORK,Media,Sin clasificar,Yappa-ng Yappa-ng,2005-05-02,2026-06-16,7716
CVE-2005-1313,Cross-site scripting (XSS) vulnerability in Horde Passwd module before 2.2.2 allows remote attackers to inject arbitrary web script or HTML via the parent's frame page title.,4.3,NETWORK,Media,Sin clasificar,Horde Passwd,2005-05-02,2026-06-16,7716
CVE-2005-1314,Cross-site scripting (XSS) vulnerability in Horde Kronolith module before 1.1.4 allows remote attackers to inject arbitrary web script or HTML via the parent's frame page title.,4.3,NETWORK,Media,Sin clasificar,Horde Kronolith,2005-05-02,2026-06-16,7716
CVE-2005-1315,Cross-site scripting (XSS) vulnerability in Horde Turba module before 1.2.5 allows remote attackers to inject arbitrary web script or HTML via the parent's frame page title.,4.3,NETWORK,Media,Sin clasificar,Horde Turba,2005-05-02,2026-06-16,7716
CVE-2005-1316,Cross-site scripting (XSS) vulnerability in Horde Accounts module before 2.1.2 allows remote attackers to inject arbitrary web script or HTML via the parent's frame page title.,4.3,NETWORK,Media,Sin clasificar,Horde Accounts,2005-05-02,2026-06-16,7716
CVE-2005-1318,Cross-site scripting (XSS) vulnerability in Horde Forwards E-Mail Forwarding Manager before 2.2.2 allows remote attackers to inject arbitrary web script or HTML via the parent's frame page title.,4.3,NETWORK,Media,Sin clasificar,Horde Forwards,2005-05-02,2026-06-16,7716
CVE-2005-1319,Cross-site scripting (XSS) vulnerability in Horde IMP Webmail client before 3.2.8 allows remote attackers to inject arbitrary web script or HTML via the parent's frame page title.,4.3,NETWORK,Media,Sin clasificar,Horde Imp,2005-05-02,2026-06-16,7716
CVE-2005-1320,Cross-site scripting (XSS) vulnerability in Horde Mnemo Note Manager before 1.1.4 allows remote attackers to inject arbitrary web script or HTML via the parent's frame page title.,4.3,NETWORK,Media,Sin clasificar,Horde Mnemo,2005-05-02,2026-06-16,7716
CVE-2005-1321,Cross-site scripting (XSS) vulnerability in Horde Vacation module before 2.2.2 allows remote attackers to inject arbitrary web script or HTML via the parent's frame page title.,4.3,NETWORK,Media,Sin clasificar,Horde Vaction,2005-05-02,2026-06-16,7716
CVE-2005-1322,Cross-site scripting (XSS) vulnerability in Horde Nag Task List Manager before 1.1.3 allows remote attackers to inject arbitrary web script or HTML via the parent's frame page title.,4.3,NETWORK,Media,Sin clasificar,Horde Nag,2005-05-02,2026-06-16,7716
CVE-2005-1323,Buffer overflow in NetFtpd for NetTerm 5.1.1 and earlier allows remote attackers to execute arbitrary code via a long USER command.,7.5,NETWORK,Alta,Sin clasificar,Intersoft Netterm,2005-05-02,2026-06-16,7716
CVE-2005-1324,"Multiple cross-site scripting (XSS) vulnerabilities in index.php for phpMyVisites allow remote attackers to inject arbitrary web script or HTML via the (1) part, (2) per, or (3) site parameters.",4.3,NETWORK,Media,Sin clasificar,Matthieu aubry Phpmyvisites,2005-05-02,2026-06-16,7716
CVE-2005-1325,set_lang.php in phpMyVisites 1.3 allows remote attackers to read and include arbitrary files via the mylang parameter.,5,NETWORK,Media,Sin clasificar,Matthieu aubry Phpmyvisites,2005-05-02,2026-06-16,7716
CVE-2005-1326,Buffer overflow in VooDoo cIRCle BOTNET before 1.0.33 allows remote authenticated attackers to cause a denial of service (client crash) via a crafted packet.,5,NETWORK,Media,Sin clasificar,Voodoo circle Voodoo circle,2005-05-02,2026-06-16,7716
CVE-2005-1327,Cross-site scripting (XSS) vulnerability in pms.php for Woltlab Burning Board 2.3.1 PL2 and earlier allows remote attackers to inject arbitrary web script or HTML via the folderid parameter.,4.3,NETWORK,Media,Sin clasificar,Woltlab Burning board,2005-05-02,2026-06-16,7716
CVE-2005-1328,OneWorldStore allows remote attackers to cause a denial of service (application crash) via a direct request to owConnections/chksettings.asp.,5,NETWORK,Media,Sin clasificar,Oneworldstore Oneworldstore,2005-05-02,2026-06-16,7716
